PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,FamilySize,Age_z,Fare_z,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,IsAlone_No,IsAlone_Yes
179,0,2,"Hale, Mr. Reginald",30.0,0,0,250653,13.0,1,0.04903474561930482,-0.38645367226008004,0,1,0,0,1,0,1
180,0,3,"Leonard, Mr. Lionel",36.0,0,0,LINE,0.0,1,0.5098749792230219,-0.6480576784030068,0,1,0,0,1,0,1
181,0,3,"Sage, Miss. Constance Gladys",28.0,8,2,CA. 2343,69.55,11,-0.10457866558193422,0.751523754461651,1,0,0,0,1,1,0
182,0,2,"Pernot, Mr. Rene",28.0,0,0,SC/PARIS 2131,15.05,1,-0.10457866558193422,-0.3452007328298493,0,1,1,0,0,0,1
183,0,3,"Asplund, Master. Clarence Gustaf Hugo",9.0,4,2,347077,31.3875,7,-1.563906071993705,-0.016434928955998185,0,1,0,0,1,1,0
184,1,2,"Becker, Master. Richard F",1.0,2,1,230136,39.0,4,-2.1783597167986612,0.13675434002577333,0,1,0,0,1,1,0
185,1,3,"Kink-Heilmann, Miss. Luise Gretchen",4.0,0,2,315153,22.025,3,-1.9479395999968028,-0.2048401218416252,1,0,0,0,1,1,0
186,0,1,"Rood, Mr. Hugh Roscoe",28.0,0,0,113767,50.0,1,-0.10457866558193422,0.35811157599286514,0,1,0,0,1,0,1
187,1,3,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)",28.0,1,0,370365,15.5,2,-0.10457866558193422,-0.3361452095402864,1,0,0,1,0,1,0
188,1,1,"Romaine, Mr. Charles Hallace (""Mr C Rolmane"")",45.0,0,0,111428,26.55,1,1.2011353296285976,-0.11378180431879875,0,1,0,0,1,0,1
189,0,3,"Bourke, Mr. John",40.0,1,1,364849,15.5,3,0.8171018016255001,-0.3361452095402864,0,1,0,1,0,1,0
190,0,3,"Turcin, Mr. Stjepan",36.0,0,0,349247,7.8958,1,0.5098749792230219,-0.4891674544258282,0,1,0,0,1,0,1
191,1,2,"Pinsky, Mrs. (Rosa)",32.0,0,0,234604,13.0,1,0.20264815682054385,-0.38645367226008004,1,0,0,0,1,0,1
192,0,2,"Carbines, Mr. William",19.0,0,0,28424,13.0,1,-0.79583901598751,-0.38645367226008004,0,1,0,0,1,0,1
193,1,3,"Andersen-Jensen, Miss. Carla Christine Nielsine",19.0,1,0,350046,7.8542,2,-0.79583901598751,-0.4900045872454856,1,0,0,0,1,1,0
194,1,2,"Navratil, Master. Michel M",3.0,1,1,230080,26.0,3,-2.0247463055974224,-0.12484966611715337,0,1,0,0,1,1,0
195,1,1,"Brown, Mrs. James Joseph (Margaret Tobin)",44.0,0,0,PC 17610,27.7208,1,1.1243286240279782,-0.09022134505786503,1,0,1,0,0,0,1
196,1,1,"Lurette, Miss. Elise",58.0,0,0,PC 17569,146.5208,1,2.1996225024366516,2.300436803386727,1,0,1,0,0,0,1
197,0,3,"Mernagh, Mr. Robert",28.0,0,0,368703,7.75,1,-0.10457866558193422,-0.49210144397164657,0,1,0,1,0,0,1
198,0,3,"Olsen, Mr. Karl Siegwart Andreas",42.0,0,1,4579,8.4042,2,0.970715212826739,-0.478936725447131,0,1,0,0,1,1,0
199,1,3,"Madigan, Miss. Margaret ""Maggie""",28.0,0,0,370370,7.75,1,-0.10457866558193422,-0.49210144397164657,1,0,0,1,0,0,1
200,0,2,"Yrois, Miss. Henriette (""Mrs Harbeck"")",24.0,0,0,248747,13.0,1,-0.4118054879844123,-0.38645367226008004,1,0,0,0,1,0,1
201,0,3,"Vande Walle, Mr. Nestor Cyriel",28.0,0,0,345770,9.5,1,-0.10457866558193422,-0.4568855200677911,0,1,0,0,1,0,1
202,0,3,"Sage, Mr. Frederick",28.0,8,2,CA. 2343,69.55,11,-0.10457866558193422,0.751523754461651,0,1,0,0,1,1,0
203,0,3,"Johanson, Mr. Jakob Alfred",34.0,0,0,3101264,6.4958,1,0.3562615680217829,-0.5173401935489127,0,1,0,0,1,0,1
204,0,3,"Youseff, Mr. Gerious",45.5,0,0,2628,7.225,1,1.2395386824289074,-0.5026662211428032,0,1,1,0,0,0,1
205,1,3,"Cohen, Mr. Gurshon ""Gus""",18.0,0,0,A/5 3540,8.05,1,-0.8726457215881294,-0.48606442844527137,0,1,0,0,1,0,1
206,0,3,"Strom, Miss. Telma Matilda",2.0,0,1,347054,10.4625,2,-2.1015530111980416,-0.43751676192067057,1,0,0,0,1,1,0
207,0,3,"Backstrom, Mr. Karl Alfred",32.0,1,0,3101278,15.85,2,0.20264815682054385,-0.32910202475951533,0,1,0,0,1,1,0
208,1,3,"Albimona, Mr. Nassef Cassem",26.0,0,0,2699,18.7875,1,-0.25819207678317324,-0.26998958106375787,0,1,1,0,0,0,1
209,1,3,"Carr, Miss. Helen ""Ellen""",16.0,0,0,367231,7.75,1,-1.0262591327893684,-0.49210144397164657,1,0,0,1,0,0,1
210,1,1,"Blank, Mr. Henry",40.0,0,0,112277,31.0,1,0.8171018016255001,-0.024232740677566176,0,1,1,0,0,0,1
211,0,3,"Ali, Mr. Ahmed",24.0,0,0,SOTON/O.Q. 3101311,7.05,1,-0.4118054879844123,-0.5061878135331888,0,1,0,0,1,0,1
212,1,2,"Cameron, Miss. Clear Annie",35.0,0,0,F.C.C. 13528,21.0,1,0.4330682736224024,-0.22546659155674054,1,0,0,0,1,0,1
213,0,3,"Perkin, Mr. John Henry",22.0,0,0,A/5 21174,7.25,1,-0.5654188991856514,-0.5021631365156053,0,1,0,0,1,0,1
214,0,2,"Givard, Mr. Hans Kristensen",30.0,0,0,250646,13.0,1,0.04903474561930482,-0.38645367226008004,0,1,0,0,1,0,1
215,0,3,"Kiernan, Mr. Philip",28.0,1,0,367229,7.75,2,-0.10457866558193422,-0.49210144397164657,0,1,0,1,0,1,0
216,1,1,"Newell, Miss. Madeleine",31.0,1,0,35273,113.275,2,0.12584145121992435,1.6314187674308411,1,0,1,0,0,1,0
217,1,3,"Honkanen, Miss. Eliina",27.0,0,0,STON/O2. 3101283,7.925,1,-0.18138537118255374,-0.48857985158126105,1,0,0,0,1,0,1
218,0,2,"Jacobsohn, Mr. Sidney Samuel",42.0,1,0,243847,27.0,2,0.970715212826739,-0.10472628102923592,0,1,0,0,1,1,0
219,1,1,"Bazzani, Miss. Albina",32.0,0,0,11813,76.2917,1,0.20264815682054385,0.8871895797088641,1,0,1,0,0,0,1
220,0,2,"Harris, Mr. Walter",30.0,0,0,W/C 14208,10.5,1,0.04903474561930482,-0.43676213497987365,0,1,0,0,1,0,1
221,1,3,"Sunderland, Mr. Victor Francis",16.0,0,0,SOTON/OQ 392089,8.05,1,-1.0262591327893684,-0.48606442844527137,0,1,0,0,1,0,1
222,0,2,"Bracken, Mr. James H",27.0,0,0,220367,13.0,1,-0.18138537118255374,-0.38645367226008004,0,1,0,0,1,0,1
223,0,3,"Green, Mr. George Henry",51.0,0,0,21440,8.05,1,1.6619755632323148,-0.48606442844527137,0,1,0,0,1,0,1
224,0,3,"Nenkoff, Mr. Christo",28.0,0,0,349234,7.8958,1,-0.10457866558193422,-0.4891674544258282,0,1,0,0,1,0,1
225,1,1,"Hoyt, Mr. Frederick Maxfield",38.0,1,0,19943,90.0,2,0.663488390424261,1.1630469795095626,0,1,0,0,1,1,0
226,0,3,"Berglund, Mr. Karl Ivar Sven",22.0,0,0,PP 4348,9.35,1,-0.5654188991856514,-0.45990402783097867,0,1,0,0,1,0,1
227,1,2,"Mellors, Mr. William John",19.0,0,0,SW/PP 751,10.5,1,-0.79583901598751,-0.43676213497987365,0,1,0,0,1,0,1
228,0,3,"Lovell, Mr. John Hall (""Henry"")",20.5,0,0,A/5 21173,7.25,1,-0.6806289575865806,-0.5021631365156053,0,1,0,0,1,0,1
229,0,2,"Fahlstrom, Mr. Arne Jonas",18.0,0,0,236171,13.0,1,-0.8726457215881294,-0.38645367226008004,0,1,0,0,1,0,1
230,0,3,"Lefebre, Miss. Mathilde",28.0,3,1,4133,25.4667,5,-0.10457866558193422,-0.13558146738453974,1,0,0,0,1,1,0
231,1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35.0,1,0,36973,83.475,2,0.4330682736224024,1.0317418918109011,1,0,0,0,1,1,0
232,0,3,"Larsson, Mr. Bengt Edvin",29.0,0,0,347067,7.775,1,-0.027771959981314702,-0.4915983593444487,0,1,0,0,1,0,1
233,0,2,"Sjostedt, Mr. Ernst Adolf",59.0,0,0,237442,13.5,1,2.276429208037271,-0.3763919797161213,0,1,0,0,1,0,1
234,1,3,"Asplund, Miss. Lillian Gertrud",5.0,4,2,347077,31.3875,7,-1.8711328943961831,-0.016434928955998185,1,0,0,0,1,1,0
235,0,2,"Leyson, Mr. Robert William Norman",24.0,0,0,C.A. 29566,10.5,1,-0.4118054879844123,-0.43676213497987365,0,1,0,0,1,0,1
236,0,3,"Harknett, Miss. Alice Phoebe",28.0,0,0,W./C. 6609,7.55,1,-0.10457866558193422,-0.4961261209892301,1,0,0,0,1,0,1
237,0,2,"Hold, Mr. Stephen",44.0,1,0,26707,26.0,2,1.1243286240279782,-0.12484966611715337,0,1,0,0,1,1,0
238,1,2,"Collyer, Miss. Marjorie ""Lottie""",8.0,0,2,C.A. 31921,26.25,3,-1.6407127775943247,-0.11981881984517401,1,0,0,0,1,1,0
239,0,2,"Pengelly, Mr. Frederick William",19.0,0,0,28665,10.5,1,-0.79583901598751,-0.43676213497987365,0,1,0,0,1,0,1
240,0,2,"Hunt, Mr. George Henry",33.0,0,0,SCO/W 1585,12.275,1,0.27945486242116335,-0.40104312644882023,0,1,0,0,1,0,1
241,0,3,"Zabour, Miss. Thamine",28.0,1,0,2665,14.4542,2,-0.10457866558193422,-0.3571902456652305,1,0,1,0,0,1,0
242,1,3,"Murphy, Miss. Katherine ""Kate""",28.0,1,0,367230,15.5,2,-0.10457866558193422,-0.3361452095402864,1,0,0,1,0,1,0
243,0,2,"Coleridge, Mr. Reginald Charles",29.0,0,0,W./C. 14263,10.5,1,-0.027771959981314702,-0.43676213497987365,0,1,0,0,1,0,1
244,0,3,"Maenpaa, Mr. Matti Alexanteri",22.0,0,0,STON/O 2. 3101275,7.125,1,-0.5654188991856514,-0.504678559651595,0,1,0,0,1,0,1
245,0,3,"Attalah, Mr. Sleiman",30.0,0,0,2694,7.225,1,0.04903474561930482,-0.5026662211428032,0,1,1,0,0,0,1
246,0,1,"Minahan, Dr. William Edward",44.0,2,0,19928,90.0,3,1.1243286240279782,1.1630469795095626,0,1,0,1,0,1,0
247,0,3,"Lindahl, Miss. Agda Thorilda Viktoria",25.0,0,0,347071,7.775,1,-0.33499878238379277,-0.4915983593444487,1,0,0,0,1,0,1
248,1,2,"Hamalainen, Mrs. William (Anna)",24.0,0,2,250649,14.5,3,-0.4118054879844123,-0.35626859462820387,1,0,0,0,1,1,0
249,1,1,"Beckwith, Mr. Richard Leonard",37.0,1,1,11751,52.5542,3,0.5866816848236415,0.40951072618442386,0,1,0,0,1,1,0
250,0,2,"Carter, Rev. Ernest Courtenay",54.0,1,0,244252,26.0,2,1.8923956800341732,-0.12484966611715337,0,1,0,0,1,1,0
251,0,3,"Reed, Mr. James George",28.0,0,0,362316,7.25,1,-0.10457866558193422,-0.5021631365156053,0,1,0,0,1,0,1
252,0,3,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29.0,1,1,347054,10.4625,3,-0.027771959981314702,-0.43751676192067057,1,0,0,0,1,1,0
253,0,1,"Stead, Mr. William Thomas",62.0,0,0,113514,26.55,1,2.5068493248391293,-0.11378180431879875,0,1,0,0,1,0,1
254,0,3,"Lobb, Mr. William Arthur",30.0,1,0,A/5. 3336,16.1,2,0.04903474561930482,-0.32407117848753597,0,1,0,0,1,1,0
255,0,3,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41.0,0,2,370129,20.2125,3,0.8939085072261196,-0.24131375731347557,1,0,0,0,1,1,0
256,1,3,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29.0,0,2,2650,15.2458,3,-0.027771959981314702,-0.34126057402963506,1,0,1,0,0,1,0
257,1,1,"Thorne, Mrs. Gertrude Maybelle",28.0,0,0,PC 17585,79.2,1,-0.10457866558193422,0.9457144205600544,1,0,1,0,0,0,1
258,1,1,"Cherry, Miss. Gladys",30.0,0,0,110152,86.5,1,0.04903474561930482,1.0926151317018515,1,0,0,0,1,0,1
259,1,1,"Ward, Miss. Anna",35.0,0,0,PC 17755,512.3292,1,0.4330682736224024,9.661740104981664,1,0,1,0,0,0,1
260,1,2,"Parrish, Mrs. (Lutie Davis)",50.0,0,1,230433,26.0,2,1.5851688576316951,-0.12484966611715337,1,0,0,0,1,1,0
261,0,3,"Smith, Mr. Thomas",28.0,0,0,384461,7.75,1,-0.10457866558193422,-0.49210144397164657,0,1,0,1,0,0,1
262,1,3,"Asplund, Master. Edvin Rojj Felix",3.0,4,2,347077,31.3875,7,-2.0247463055974224,-0.016434928955998185,0,1,0,0,1,1,0
263,0,1,"Taussig, Mr. Emil",52.0,1,1,110413,79.65,3,1.7387822688329342,0.9547699438496172,0,1,0,0,1,1,0
264,0,1,"Harrison, Mr. William",40.0,0,0,112059,0.0,1,0.8171018016255001,-0.6480576784030068,0,1,0,0,1,0,1
265,0,3,"Henry, Miss. Delia",28.0,0,0,382649,7.75,1,-0.10457866558193422,-0.49210144397164657,1,0,0,1,0,0,1
266,0,2,"Reeves, Mr. David",36.0,0,0,C.A. 17248,10.5,1,0.5098749792230219,-0.43676213497987365,0,1,0,0,1,0,1
267,0,3,"Panula, Mr. Ernesti Arvid",16.0,4,1,3101295,39.6875,6,-1.0262591327893684,0.15058916727371655,0,1,0,0,1,1,0
268,1,3,"Persson, Mr. Ernst Ulrik",25.0,1,0,347083,7.775,2,-0.33499878238379277,-0.4915983593444487,0,1,0,0,1,1,0
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",58.0,0,1,PC 17582,153.4625,2,2.1996225024366516,2.440127305651523,1,0,0,0,1,1,0
270,1,1,"Bissette, Miss. Amelia",35.0,0,0,PC 17760,135.6333,1,0.4330682736224024,2.081343448242025,1,0,0,0,1,0,1
271,0,1,"Cairns, Mr. Alexander",28.0,0,0,113798,31.0,1,-0.10457866558193422,-0.024232740677566176,0,1,0,0,1,0,1
272,1,3,"Tornquist, Mr. William Henry",25.0,0,0,LINE,0.0,1,-0.33499878238379277,-0.6480576784030068,0,1,0,0,1,0,1
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41.0,0,1,250644,19.5,2,0.8939085072261196,-0.2556516691886167,1,0,0,0,1,1,0
274,0,1,"Natsch, Mr. Charles H",37.0,0,1,PC 17596,29.7,2,0.5866816848236415,-0.05039314129185886,0,1,1,0,0,1,0
275,1,3,"Healy, Miss. Hanora ""Nora""",28.0,0,0,370375,7.75,1,-0.10457866558193422,-0.49210144397164657,1,0,0,1,0,0,1
276,1,1,"Andrews, Miss. Kornelia Theodosia",63.0,1,0,13502,77.9583,2,2.583656030439749,0.9207272132963871,1,0,0,0,1,1,0
277,0,3,"Lindblom, Miss. Augusta Charlotta",45.0,0,0,347073,7.75,1,1.2011353296285976,-0.49210144397164657,1,0,0,0,1,0,1
278,0,2,"Parkes, Mr. Francis ""Frank""",28.0,0,0,239853,0.0,1,-0.10457866558193422,-0.6480576784030068,0,1,0,0,1,0,1
279,0,3,"Rice, Master. Eric",7.0,4,1,382652,29.125,6,-1.717519483194944,-0.061964087717411374,0,1,0,1,0,1,0
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",35.0,1,1,C.A. 2673,20.25,3,0.4330682736224024,-0.24055913037267862,1,0,0,0,1,1,0
281,0,3,"Duane, Mr. Frank",65.0,0,0,336439,7.75,1,2.737269441640988,-0.49210144397164657,0,1,0,1,0,0,1
282,0,3,"Olsson, Mr. Nils Johan Goransson",28.0,0,0,347464,7.8542,1,-0.10457866558193422,-0.4900045872454856,0,1,0,0,1,0,1
283,0,3,"de Pelsmaeker, Mr. Alfons",16.0,0,0,345778,9.5,1,-1.0262591327893684,-0.4568855200677911,0,1,0,0,1,0,1
284,1,3,"Dorking, Mr. Edward Arthur",19.0,0,0,A/5. 10482,8.05,1,-0.79583901598751,-0.48606442844527137,0,1,0,0,1,0,1
285,0,1,"Smith, Mr. Richard William",28.0,0,0,113056,26.0,1,-0.10457866558193422,-0.12484966611715337,0,1,0,0,1,0,1
286,0,3,"Stankovic, Mr. Ivan",33.0,0,0,349239,8.6625,1,0.27945486242116335,-0.4737388550789219,0,1,1,0,0,0,1
287,1,3,"de Mulder, Mr. Theodore",30.0,0,0,345774,9.5,1,0.04903474561930482,-0.4568855200677911,0,1,0,0,1,0,1
288,0,3,"Naidenoff, Mr. Penko",22.0,0,0,349206,7.8958,1,-0.5654188991856514,-0.4891674544258282,0,1,0,0,1,0,1
289,1,2,"Hosono, Mr. Masabumi",42.0,0,0,237798,13.0,1,0.970715212826739,-0.38645367226008004,0,1,0,0,1,0,1
290,1,3,"Connolly, Miss. Kate",22.0,0,0,370373,7.75,1,-0.5654188991856514,-0.49210144397164657,1,0,0,1,0,0,1
291,1,1,"Barber, Miss. Ellen ""Nellie""",26.0,0,0,19877,78.85,1,-0.25819207678317324,0.938671235779283,1,0,0,0,1,0,1
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",19.0,1,0,11967,91.0792,2,-0.79583901598751,1.1847641366964432,1,0,1,0,0,1,0
293,0,2,"Levy, Mr. Rene Jacques",36.0,0,0,SC/Paris 2163,12.875,1,0.5098749792230219,-0.3889690953960697,0,1,1,0,0,0,1
294,0,3,"Haas, Miss. Aloisia",24.0,0,0,349236,8.85,1,-0.4118054879844123,-0.4699657203749374,1,0,0,0,1,0,1
295,0,3,"Mineff, Mr. Ivan",24.0,0,0,349233,7.8958,1,-0.4118054879844123,-0.4891674544258282,0,1,0,0,1,0,1
296,0,1,"Lewy, Mr. Ervin G",28.0,0,0,PC 17612,27.7208,1,-0.10457866558193422,-0.09022134505786503,0,1,1,0,0,0,1
297,0,3,"Hanna, Mr. Mansour",23.5,0,0,2693,7.2292,1,-0.45020884078472206,-0.502581702925434,0,1,1,0,0,0,1
298,0,1,"Allison, Miss. Helen Loraine",2.0,1,2,113781,151.55,4,-2.1015530111980416,2.401641331670881,1,0,0,0,1,1,0
299,1,1,"Saalfeld, Mr. Adolphe",28.0,0,0,19988,30.5,1,-0.10457866558193422,-0.034294433221524895,0,1,0,0,1,0,1
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50.0,0,1,PC 17558,247.5208,2,1.5851688576316951,4.332898697266388,1,0,1,0,0,1,0
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",28.0,0,0,9234,7.75,1,-0.10457866558193422,-0.49210144397164657,1,0,0,1,0,0,1
302,1,3,"McCoy, Mr. Bernard",28.0,2,0,367226,23.25,3,-0.10457866558193422,-0.1801889751089263,0,1,0,1,0,1,0
303,0,3,"Johnson, Mr. William Cahoone Jr",19.0,0,0,LINE,0.0,1,-0.79583901598751,-0.6480576784030068,0,1,0,0,1,0,1
304,1,2,"Keane, Miss. Nora A",28.0,0,0,226593,12.35,1,-0.10457866558193422,-0.39953387256722633,1,0,0,1,0,0,1
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",28.0,0,0,A/5 2466,8.05,1,-0.10457866558193422,-0.48606442844527137,0,1,0,0,1,0,1
306,1,1,"Allison, Master. Hudson Trevor",0.92,1,2,113781,151.55,4,-2.1845042532467107,2.401641331670881,0,1,0,0,1,1,0
307,1,1,"Fleming, Miss. Margaret",28.0,0,0,17421,110.8833,1,-0.10457866558193422,1.583289667316069,1,0,1,0,0,0,1
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17.0,1,0,PC 17758,108.9,2,-0.9494524271887489,1.5433789576712023,1,0,1,0,0,1,0
309,0,2,"Abelson, Mr. Samuel",30.0,1,0,P/PP 3381,24.0,2,0.04903474561930482,-0.16509643629298823,0,1,1,0,0,1,0
310,1,1,"Francatelli, Miss. Laura Mabel",30.0,0,0,PC 17485,56.9292,1,0.04903474561930482,0.4975505359440627,1,0,1,0,0,0,1
311,1,1,"Hays, Miss. Margaret Bechstein",24.0,0,0,11767,83.1583,1,-0.4118054879844123,1.0253688157535579,1,0,1,0,0,0,1
312,1,1,"Ryerson, Miss. Emily Borie",18.0,2,2,PC 17608,262.375,5,-0.8726457215881294,4.631815484039331,1,0,1,0,0,1,0
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",26.0,1,1,250651,26.0,3,-0.25819207678317324,-0.12484966611715337,1,0,0,0,1,1,0
314,0,3,"Hendekovic, Mr. Ignjac",28.0,0,0,349243,7.8958,1,-0.10457866558193422,-0.4891674544258282,0,1,0,0,1,0,1
315,0,2,"Hart, Mr. Benjamin",43.0,1,1,F.C.C. 13529,26.25,3,1.0475219184273585,-0.11981881984517401,0,1,0,0,1,1,0
316,1,3,"Nilsson, Miss. Helmina Josefina",26.0,0,0,347470,7.8542,1,-0.25819207678317324,-0.4900045872454856,1,0,0,0,1,0,1
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",24.0,1,0,244367,26.0,2,-0.4118054879844123,-0.12484966611715337,1,0,0,0,1,1,0
318,0,2,"Moraweck, Dr. Ernest",54.0,0,0,29011,14.0,1,1.8923956800341732,-0.3663302871721626,0,1,0,0,1,0,1
319,1,1,"Wick, Miss. Mary Natalie",31.0,0,2,36928,164.8667,3,0.12584145121992435,2.669618413871151,1,0,0,0,1,1,0
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40.0,1,1,16966,134.5,3,0.8171018016255001,2.0585376159218884,1,0,1,0,0,1,0
321,0,3,"Dennis, Mr. Samuel",22.0,0,0,A/5 21172,7.25,1,-0.5654188991856514,-0.5021631365156053,0,1,0,0,1,0,1
322,0,3,"Danoff, Mr. Yoto",27.0,0,0,349219,7.8958,1,-0.18138537118255374,-0.4891674544258282,0,1,0,0,1,0,1
323,1,2,"Slayter, Miss. Hilda Mary",30.0,0,0,234818,12.35,1,0.04903474561930482,-0.39953387256722633,1,0,0,1,0,0,1
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22.0,1,1,248738,29.0,3,-0.5654188991856514,-0.06447951085340105,1,0,0,0,1,1,0
325,0,3,"Sage, Mr. George John Jr",28.0,8,2,CA. 2343,69.55,11,-0.10457866558193422,0.751523754461651,0,1,0,0,1,1,0
326,1,1,"Young, Miss. Marie Grice",36.0,0,0,PC 17760,135.6333,1,0.5098749792230219,2.081343448242025,1,0,1,0,0,0,1
327,0,3,"Nysveen, Mr. Johan Hansen",61.0,0,0,345364,6.2375,1,2.43004261923851,-0.5225380639171217,0,1,0,0,1,0,1
328,1,2,"Ball, Mrs. (Ada E Hall)",36.0,0,0,28551,13.0,1,0.5098749792230219,-0.38645367226008004,1,0,0,0,1,0,1
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31.0,1,1,363291,20.525,3,0.12584145121992435,-0.23502519947350137,1,0,0,0,1,1,0
330,1,1,"Hippach, Miss. Jean Gertrude",16.0,0,1,111361,57.9792,2,-1.0262591327893684,0.518680090286376,1,0,1,0,0,1,0
331,1,3,"McCoy, Miss. Agnes",28.0,2,0,367226,23.25,3,-0.10457866558193422,-0.1801889751089263,1,0,0,1,0,1,0
332,0,1,"Partner, Mr. Austen",45.5,0,0,113043,28.5,1,1.2395386824289074,-0.07454120339735977,0,1,0,0,1,0,1
333,0,1,"Graham, Mr. George Edward",38.0,0,1,PC 17582,153.4625,2,0.663488390424261,2.440127305651523,0,1,0,0,1,1,0
334,0,3,"Vander Planke, Mr. Leo Edmondus",16.0,2,0,345764,18.0,3,-1.0262591327893684,-0.28583674682049287,0,1,0,0,1,1,0
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",28.0,1,0,PC 17611,133.65,2,-0.10457866558193422,2.041432738597159,1,0,0,0,1,1,0
336,0,3,"Denkoff, Mr. Mitto",28.0,0,0,349225,7.8958,1,-0.10457866558193422,-0.4891674544258282,0,1,0,0,1,0,1
337,0,1,"Pears, Mr. Thomas Clinton",29.0,1,0,113776,66.6,2,-0.027771959981314702,0.6921597684522944,0,1,0,0,1,1,0
338,1,1,"Burns, Miss. Elizabeth Margaret",41.0,0,0,16966,134.5,1,0.8939085072261196,2.0585376159218884,1,0,1,0,0,0,1
339,1,3,"Dahl, Mr. Karl Edwart",45.0,0,0,7598,8.05,1,1.2011353296285976,-0.48606442844527137,0,1,0,0,1,0,1
340,0,1,"Blackwell, Mr. Stephen Weart",45.0,0,0,113784,35.5,1,1.2011353296285976,0.06632249221806229,0,1,0,0,1,0,1
341,1,2,"Navratil, Master. Edmond Roger",2.0,1,1,230080,26.0,3,-2.1015530111980416,-0.12484966611715337,0,1,0,0,1,1,0
342,1,1,"Fortune, Miss. Alice Elizabeth",24.0,3,2,19950,263.0,6,-0.4118054879844123,4.644392599719279,1,0,0,0,1,1,0
343,0,2,"Collander, Mr. Erik Gustaf",28.0,0,0,248740,13.0,1,-0.10457866558193422,-0.38645367226008004,0,1,0,0,1,0,1
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",25.0,0,0,244361,13.0,1,-0.33499878238379277,-0.38645367226008004,0,1,0,0,1,0,1
345,0,2,"Fox, Mr. Stanley Hubert",36.0,0,0,229236,13.0,1,0.5098749792230219,-0.38645367226008004,0,1,0,0,1,0,1
346,1,2,"Brown, Miss. Amelia ""Mildred""",24.0,0,0,248733,13.0,1,-0.4118054879844123,-0.38645367226008004,1,0,0,0,1,0,1
347,1,2,"Smith, Miss. Marion Elsie",40.0,0,0,31418,13.0,1,0.8171018016255001,-0.38645367226008004,1,0,0,0,1,0,1
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",28.0,1,0,386525,16.1,2,-0.10457866558193422,-0.32407117848753597,1,0,0,0,1,1,0
349,1,3,"Coutts, Master. William Loch ""William""",3.0,1,1,C.A. 37671,15.9,3,-2.0247463055974224,-0.3280958555051195,0,1,0,0,1,1,0
350,0,3,"Dimic, Mr. Jovan",42.0,0,0,315088,8.6625,1,0.970715212826739,-0.4737388550789219,0,1,0,0,1,0,1
351,0,3,"Odahl, Mr. Nils Martin",23.0,0,0,7267,9.225,1,-0.48861219358503183,-0.46241945096696835,0,1,0,0,1,0,1
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",28.0,0,0,113510,35.0,1,-0.10457866558193422,0.05626079967410357,0,1,0,0,1,0,1
353,0,3,"Elias, Mr. Tannous",15.0,1,1,2695,7.2292,3,-1.103065838389988,-0.502581702925434,0,1,1,0,0,1,0
354,0,3,"Arnold-Franchi, Mr. Josef",25.0,1,0,349237,17.8,2,-0.33499878238379277,-0.28986142383807634,0,1,0,0,1,1,0
355,0,3,"Yousif, Mr. Wazli",28.0,0,0,2647,7.225,1,-0.10457866558193422,-0.5026662211428032,0,1,1,0,0,0,1
356,0,3,"Vanden Steen, Mr. Leo Peter",28.0,0,0,345783,9.5,1,-0.10457866558193422,-0.4568855200677911,0,1,0,0,1,0,1
357,1,1,"Bowerman, Miss. Elsie Edith",22.0,0,1,113505,55.0,2,-0.5654188991856514,0.4587285014324523,1,0,0,0,1,1,0
358,0,2,"Funk, Miss. Annie Clemmer",38.0,0,0,237671,13.0,1,0.663488390424261,-0.38645367226008004,1,0,0,0,1,0,1
359,1,3,"McGovern, Miss. Mary",28.0,0,0,330931,7.8792,1,-0.10457866558193422,-0.4895015026182876,1,0,0,1,0,0,1
